"the_geom","SYSTEMSTOP","STREET","CROSS_ST","DIR","POS","ROUTESSTPG","OWLROUTES","CITY","PUBLIC_NAM"
"POINT (-87.67448999999999 41.80509699999999)","8,741","DAMEN","49TH STREET","NB","FS","48",,"CHICAGO","Damen & 49th Street"
"POINT (-87.56460266300002 41.71887348400003)","12,114","YATES","97TH STREET","NB","NT","100",,"CHICAGO","Yates & 97th Street"
"POINT (-87.72239893199998 41.77308627999997)","12,921","PULASKI","66TH STREET","NB","NS","53A",,"CHICAGO","Pulaski & 66th Street"
"POINT (-87.783970726 41.95302605500001)","5,733","IRVING PARK","MOBILE (west leg)","WB","NS","80",,"CHICAGO","Irving Park & Mobile"
"POINT (-87.79510431300002 41.96842650799999)","9,734","GUNNISON","RUTHERFORD","WB","NS","81W",,"HARWOOD HEIGHTS","Gunnison & Rutherford"
"POINT (-87.80104568799999 41.952800188000026)","5,740","IRVING PARK","SAYRE","WB","NT","80",,"CHICAGO","Irving Park & Sayre"
"POINT (-87.65568292799998 41.73599692200003)","9,502","87TH STREET","THROOP","WB","NS","87","N87","CHICAGO","87th Street & Throop"
"POINT (-87.652340111 41.952762674999974)","1,167","SHERIDAN 3900N","FREMONT","WB","FS","151",,"CHICAGO","Sheridan & Fremont"
"POINT (-87.66353771000001 41.85792038400001)","6,814","18TH STREET","LAFLIN","WB","NS","18",,"CHICAGO","18th Street & Laflin"
"POINT (-87.692166998 41.86659701299999)","350","ROOSEVELT","TALMAN","WB","NT","12",,"CHICAGO","Roosevelt & Talman"
"POINT (-87.82374345 41.93789065599998)","9,357","BELMONT","ORANGE (79TH AVENUE)","WB","NS","77",,"CHICAGO","Belmont & Orange (79th Avenue)"
"POINT (-87.69690304400001 41.735388407000016)","9,516","87TH STREET","SACRAMENTO (west leg)","WB","NS","87",,"CHICAGO","87th Street & Sacramento"
"POINT (-87.657637443 41.80875960399999)","8,079","47TH STREET","THROOP","WB","NT","47",,"CHICAGO","47th Street & Throop"
"POINT (-87.74330273300001 41.90976800599998)","974","NORTH AVENUE","KILPATRICK","WB","NS","72",,"CHICAGO","North Ave & Kilpatrick"
"POINT (-87.67205728800002 41.808580310000025)","8,085","47TH STREET","WOLCOTT","WB","NS","47",,"CHICAGO","47th Street & Wolcott"
"POINT (-87.6826949 42.01954975799998)","3,516","HOWARD","ELMWOOD","WB","NS","97,201,206",,"EVANSTON","Howard & Elmwood"
"POINT (-87.61587795399998 41.69274668000003)","2,907","111TH STREET","300 EAST","WB","MB","111",,"CHICAGO","300 E 111th Street"
"POINT (-87.73217008300003 41.85882736000002)","6,840","16TH STREET","KILDARE","WB","NS","18",,"CHICAGO","16th Street & Kildare"
"POINT (-87.64564335900002 41.80869126599998)","16,127","HALSTED","47TH STREET","SB","FS","8",,"CHICAGO","Halsted & 47th Street"
"POINT (-87.66565856300002 41.68846807400001)","2,930","VINCENNES","MONTVALE","SWB","NS","111",,"CHICAGO","Vincennes & Montvale"
"POINT (-87.80326948099997 41.955658465)","11,300","FOREST PRES AVE","7000 WEST","NEB","MB","78",,"CHICAGO","7000 W Forest Preserve Avenue"
"POINT (-87.69908003500001 42.04845372)","13,156","DODGE","CHURCH","SB","NS","93,206",,"EVANSTON","Dodge & Church"
"POINT (-87.71629613699997 41.93439901199997)","5,462","MILWAUKEE","GRESHAM","SEB","MT","56",,"CHICAGO","Milwaukee & Gresham"
"POINT (-87.62555999900002 41.740133000000014)","2,452","LAFAYETTE","85TH STREET","SB","NS","29",,"CHICAGO","Lafayette & 85th Street"
"POINT (-87.74441595100001 41.946235478000006)","12,594","ADDISON","KILPATRICK","WB","NS","152",,"CHICAGO","Addison & Kilpatrick"
"POINT (-87.57772660299997 41.726144121000004)","12,016","93RD STREET","BENNETT","WB","NS","N5,95","N5","CHICAGO","93rd Street & Bennett"
"POINT (-87.69568846300001 41.779157827999995)","3,260","63RD STREET","FRANCISCO","WB","NS","63","N63","CHICAGO","63rd Street & Francisco"
"POINT (-87.76675599999999 41.94412799999998)","11,535","CENTRAL","CORNELIA","SB","NS","85",,"CHICAGO","Central & Cornelia"
"POINT (-87.575941801 41.74602897699998)","5,224","JEFFERY","82ND STREET","SB","FS","15",,"CHICAGO","Jeffery & 82nd Street"
"POINT (-87.708813475 42.01734084200001)","14,749","KEDZIE","BIRCHWOOD","SB","NT","11",,"SKOKIE","Kedzie & Birchwood"
"POINT (-87.655191 41.805229)","5,161","RACINE","49TH STREET","SB","NS","44",,"CHICAGO","Racine & 49th Street"
"POINT (-87.64150686800002 41.927011616000016)","1,837","CLARK","ARLINGTON (north leg)","SB","NS","22,36","N22","CHICAGO","Clark & Arlington"
"POINT (-87.68512622600002 41.84503824500001)","6,389","BLUE ISLAND","WESTERN","SWB","NS","60","N60","CHICAGO","Blue Island & Western"
"POINT (-87.64998400000002 41.96192300000001)","4,920","CLARENDON","MONTROSE","SB","NS","135,148",,"CHICAGO","Clarendon & Montrose"
"POINT (-87.72575984999997 41.88049086199999)","14,628","PULASKI","MADISON","SB","FS","53","N53","CHICAGO","Pulaski & Madison"
"POINT (-87.68597250300002 41.85920639099999)","14,531","WESTERN","16TH STREET","SB","FS","18,49,X49","N49","CHICAGO","Western & 16th Street"
"POINT (-87.68495884499998 41.82281061499998)","14,575","WESTERN","PERSHING","SB","FS","49","N49","CHICAGO","Western & Pershing"
"POINT (-87.782611626 41.982974635999994)","9,945","NORTHWEST HWY","BRYN MAWR","SEB","NS","68",,"CHICAGO","Northwest Hwy & Bryn Mawr"
"POINT (-87.63053124599998 41.86755585399999)","6,293","CLARK","ROOSEVELT","SB","NS","24",,"CHICAGO","Clark & Roosevelt"
"POINT (-87.64626011600001 41.94555627400001)","5,362","BROADWAY","CORNELIA","SB","NS","36",,"CHICAGO","Broadway & Cornelia"
"POINT (-87.70386606199997 41.80091524599999)","3,086","KEDZIE","51ST STREET","SB","NS","52,52A",,"CHICAGO","Kedzie & 51st Street"
"POINT (-87.690046 42.001447000999974)","1,702","WESTERN","ALBION","SB","NS","49B",,"CHICAGO","Western & Albion"
"POINT (-87.62640299999998 41.81840799999998)","2,407","STATE","42ND STREET","SB","NT","29",,"CHICAGO","State & 42nd Street"
"POINT (-87.685373626 42.028620337999996)","14,256","RIDGE","SEWARD (south leg)","NB","NS","201,206",,"EVANSTON","Ridge & Seward"
"POINT (-87.74471687699997 41.95335122199998)","5,631","IRVING PARK","KILPATRICK (east leg)","EB","NS","54A,80",,"CHICAGO","Irving Park & Kilpatrick"
"POINT (-87.81658557499998 41.937837118000004)","9,232","BELMONT","ORIOLE","EB","NS","77",,"ELMWOOD PARK","Belmont & Oriole (76th Avenue)"
"POINT (-87.669913984 42.00651087199998)","18,401","ASHLAND","FARWELL","NB","NS","155",,"CHICAGO","Ashland & Farwell"
"POINT (-87.68833476600003 41.954263105999985)","18,431","WESTERN","IRVING PARK","NB","FS","49,X49","N49","CHICAGO","Western & Irving Park"
"POINT (-87.61424368000002 41.73266864499999)","18,432","KING DRIVE","89TH STREET","NB","NS","3",,"CHICAGO","King Drive & 89th Street"
"POINT (-87.755473768 41.97532021000001)","18,439","FOSTER","LECLAIRE","WB","FS","92",,"CHICAGO","Foster & Leclaire"
"POINT (-87.64368096200002 41.74969477799999)","3,681","HALSTED","79TH STREET","WB","TERM","8,8A",,"CHICAGO","Halsted & 79th Street Terminal"
"POINT (-87.68617599999999 41.779157)","3,402","63RD STREET","CAMPBELL","EB","NS","63","N63","CHICAGO","63rd Street & Campbell"
"POINT (-87.61396622400002 41.718164494999996)","17,549","KING DRIVE","97TH STREET","NB","NS","111",,"CHICAGO","King Drive & 97th Street"
"POINT (-87.706306757 41.808153559999994)","8,102","47TH STREET","SPAULDING","WB","NS","47",,"CHICAGO","47th Street & Spaulding"
"POINT (-87.628342256 41.768973985)","10,177","69TH STREET","PERRY","EB","NS","67",,"CHICAGO","69th Street & Perry"
"POINT (-87.71714202200002 41.74947776699997)","2,730","79TH STREET","HAMLIN (east leg)","EB","NS","79",,"CHICAGO","79th Street & Hamlin"
"POINT (-87.648418618 41.91282702699999)","5,776","HALSTED","1700 NORTH","SB","MB","8",,"CHICAGO","1700 N Halsted"
"POINT (-87.843925641 41.966569472)","8,578","LAWRENCE","KNIGHT","WB","NS","81W",,"NORRIDGE","Lawrence & Knight"
"POINT (-87.74194833899998 41.950206174000016)","5,580","MILWAUKEE","KENTON","NWB","MB","56",,"CHICAGO","Milwaukee & Kenton"
"POINT (-87.628858966 41.831035887999974)","7,636","35TH STREET","FEDERAL","WB","NS","31,35",,"CHICAGO","35th Street & Federal"
"POINT (-87.68951523700002 41.988693866999995)","1,673","WESTERN","THORNDALE","NB","MT","49B",,"CHICAGO","Western & Thorndale"
"POINT (-87.68993599999999 42.00325700000002)","1,681","WESTERN","NORTH SHORE","NB","MT","49B",,"CHICAGO","Western & North Shore"
"POINT (-87.69468615599999 41.917573636999975)","4,109","ARMITAGE","WASHTENAW","WB","MT","73",,"CHICAGO","Armitage & Washtenaw"
"POINT (-87.75006985200002 42.03626241699999)","3,589","NILES CENTER","WRIGHT TERRACE","SB","FT","97",,"SKOKIE","Niles Center & Wright Terrace"
"POINT (-87.74736445299999 41.91698127000001)","4,135","ARMITAGE","LACROSSE","WB","NS","73",,"CHICAGO","Armitage & Lacrosse"
"POINT (-87.56865501099998 41.766145779)","15,759","71ST STREET","CRANDON (east leg)","EB","FS","71",,"CHICAGO","71st Street & Crandon"
"POINT (-87.57545642000002 41.73171264299998)","5,288","JEFFERY","90TH STREET","NB","FS","15",,"CHICAGO","Jeffery & 90th Street"
"POINT (-87.75256941100002 41.797318948)","4,520","ARCHER","LARAMIE","SWB","NS","62,62H",,"CHICAGO","Archer & Laramie"
"POINT (-87.740831001 41.807591)","8,129","47TH STREET","KILPATRICK","EB","NS","47",,"CHICAGO","47th Street & Kilpatrick"
"POINT (-87.72295440599999 41.87706854700002)","24","JACKSON","SPRINGFIELD","EB","FS","126",,"CHICAGO","Jackson & Springfield"
"POINT (-87.695993956 41.866217560999985)","14,616","CALIFORNIA","ROOSEVELT","SB","FS","94",,"CHICAGO","California & Roosevelt"
"POINT (-87.63492031300001 41.903916906000006)","15,676","DIVISION","WELLS","WB","FS","70",,"CHICAGO","Division & Wells"
"POINT (-87.69155691899999 41.89561683300002)","15,043","CHICAGO","ROCKWELL","EB","FS","66","N66","CHICAGO","Chicago & Rockwell"
"POINT (-87.75497022100001 41.796956583)","4,521","ARCHER","LOCKWOOD","SWB","NS","62,62H",,"CHICAGO","Archer & Lockwood"
"POINT (-87.662890001 41.91709500000002)","4,094","CORTLAND","SOUTHPORT","WB","NS","73",,"CHICAGO","Cortland & Southport"
"POINT (-87.60681935299999 41.82042891399999)","2,543","COTTAGE GROVE","41ST STREET (south leg)","SB","NS","4","N4","CHICAGO","Cottage Grove & 41st Street"
"POINT (-87.62741715700002 41.87297729699998)","2,357","STATE","BALBO","NB","NS","29,130,146",,"CHICAGO","State & Balbo"
"POINT (-87.66601503800001 41.843106992)","15,475","ASHLAND","2700 SOUTH","SB","FS","9","N9","CHICAGO","2700 S Ashland"
"POINT (-87.76700635600002 41.95695010999998)","15,150","CENTRAL","BERTEAU","NB","FS","85",,"CHICAGO","Central & Berteau"
"POINT (-87.755606 41.898499000000015)","3,874","LARAMIE","AUGUSTA","NB","NS","57",,"CHICAGO","Laramie & Augusta"
"POINT (-87.72587016199998 41.89156040900002)","9,098","PULASKI","OHIO","NB","NS","53","N53","CHICAGO","Pulaski & Ohio"
"POINT (-87.700616776 41.90297307399999)","2,073","DIVISION","RICHMOND","WB","MT","70",,"CHICAGO","Division & Richmond"
"POINT (-87.67381135199997 41.77918766900001)","8,726","DAMEN","63RD STREET","NB","NS","48",,"CHICAGO","Damen & 63rd Street"
"POINT (-87.66633776600003 41.94709309799998)","12,559","ADDISON","GREENVIEW","WB","NS","152",,"CHICAGO","Addison & Greenview"
"POINT (-87.67376037600002 41.691969528000016)","12,364","111TH STREET","HOYNE","WB","NS","112",,"CHICAGO","111th Street & Hoyne"
"POINT (-87.71385600000002 41.988365999999985)","11,294","KIMBALL","THORNDALE","NB","NS","82",,"CHICAGO","Kimball & Thorndale"
"POINT (-87.61638002900003 41.81670585799998)","8,002","43RD STREET","KING DRIVE","WB","NS","43",,"CHICAGO","43rd Street & King Drive"
"POINT (-87.60770394600002 41.839036609999994)","17,961","31ST","BEACH","NB","TERM","35",,"CHICAGO","31st Street Beach"
"POINT (-87.68768895199997 41.91763095900001)","18,483","ARMITAGE","WESTERN","WB","FS","73",,"CHICAGO","Armitage & Western"
"POINT (-87.68716918299998 41.917499555000006)","18,482","ARMITAGE","WESTERN","EB","FS","73",,"CHICAGO","Armitage & Western"
"POINT (-87.705428988 41.855257911000024)","18,484","KEDZIE","19TH STREET","SB","FS","52",,"CHICAGO","Kedzie & 19th Street"
"POINT (-87.705287446 41.85556291400002)","18,485","KEDZIE","19TH STREET","NB","FS","52",,"CHICAGO","Kedzie & 19th Street"
"POINT (-87.67733783 41.90821930300001)","18,508","DAMEN","SCHILLER","NB","FS","50",,"CHICAGO","Damen & Schiller"
"POINT (-87.63153307900001 41.896725694)","18,487","CHICAGO","CLARK","WB","FS","66","N66","CHICAGO","Chicago & Clark"
"POINT (-87.668797579 41.87409305)","18,486","HARRISON","PAULINA","EB","FS","7,126, 755",,"CHICAGO","Harrison & Paulina"
"POINT (-87.76038496899997 41.909391331999984)","18,494","NORTH AVENUE","LONG (east leg)","EB","FT","72",,"CHICAGO","North Ave & Long"
"POINT (-87.755533582 41.909395339000014)","18,493","NORTH AVENUE","LARAMIE","EB","FS","72",,"CHICAGO","North Ave & Laramie"
"POINT (-87.75611401200001 41.90957937100001)","18,492","NORTH AVENUE","LARAMIE","WB","FS","72",,"CHICAGO","North Ave & Laramie"
"POINT (-87.75796010300002 41.90957824200001)","18,491","NORTH AVENUE","LOCKWOOD (east leg)","WB","NS","72",,"CHICAGO","North Ave & Lockwood"
"POINT (-87.611262818 41.809394919)","17,142","47TH STREET","ST. LAWRENCE","EB","FS","47",,"CHICAGO","47th Street & St. Lawrence"
"POINT (-87.63005747699998 41.855502899999976)","5,972","CLARK","ARCHER","NB","FS","24",,"CHICAGO","Clark & Archer"
"POINT (-87.68209335 41.913296471000024)","15,233","MILWAUKEE","LEAVITT","SEB","FS","56",,"CHICAGO","Milwaukee & Leavitt"
"POINT (-87.70342821499997 41.78606997600002)","17,339","KEDZIE","59TH STREET","SB","FS","52,52A",,"CHICAGO","Kedzie & 59th Street"
"POINT (-87.72773931400002 41.95194555699999)","8,994","PULASKI sv.dr.","BLUE LINE STATION","SB","MB","53","N53","CHICAGO","Irving Park Blue Line Station"
"POINT (-87.66493519699998 41.812443831999985)","17,257","ASHLAND","45TH STREET","NB","FS","9","N9","CHICAGO","Ashland & 45th Street"
"POINT (-87.74679574599998 41.94605835099998)","17,146","ADDISON","CICERO","EB","FS","152",,"CHICAGO","Addison & Cicero"
"POINT (-87.68015878300002 41.822964576000004)","7,708","PERSHING","LEAVITT","EB","NS","39",,"CHICAGO","Pershing & Leavitt"
"POINT (-87.68004075800002 41.82313163399999)","7,776","PERSHING","LEAVITT","WB","MT","39",,"CHICAGO","Pershing & Leavitt"
"POINT (-87.694717212 41.822895974999994)","4,268","CALIFORNIA","PERSHING","SB","NS","94",,"CHICAGO","California & Pershing"
"POINT (-87.695682729 41.851963006999995)","15,797","CERMAK","CALIFORNIA","WB","FS","21",,"CHICAGO","Cermak & California"
"POINT (-87.60505340700001 41.72214901299998)","2,978","95TH STREET","COTTAGE GROVE (west leg)","WB","FS","4,N5,95,100,115",,"CHICAGO","95th Street & Cottage Grove"
"POINT (-87.69606950600001 41.861385513000016)","14,980","OGDEN serv.dr.","CALIFORNIA","SWB","FS","18,157",,"CHICAGO","Ogden & California"
"POINT (-87.71069120300001 41.874044312000024)","15,540","HOMAN","BLUE LINE STATION (FOREST PARK)","NB","MB","82",,"CHICAGO","Kedzie-Homan Blue Line Station"
"POINT (-87.66742595800002 41.969100673000014)","17,395","CLARK","LAWRENCE","NB","FS","22","N22","CHICAGO","Clark & Lawrence"
"POINT (-87.64920608800003 41.94723522100003)","17,298","ADDISON","HALSTED","EB","FS","152",,"CHICAGO","Addison & Halsted"
"POINT (-87.642411235 41.787141857999984)","13,057","59TH STREET","UNION","WB","NS","59",,"CHICAGO","59th Street & Union"
"POINT (-87.78559329699999 41.92356596399998)","15,257","FULLERTON","NARRAGANSETT","EB","NS","74",,"CHICAGO","Fullerton & Narragansett"
"POINT (-87.662146 42.00900200000001)","1,020","SHERIDAN","LUNT","SB","FS","147","0","CHICAGO","Sheridan & Lunt"
"POINT (-87.64562999999998 41.816066001000024)","5,091","HALSTED","43RD STREET","NB","NS","8,44",,"CHICAGO","Halsted & 43rd Street"
"POINT (-87.70440387299999 41.92481938399999)","1,246","FULLERTON","ALBANY","WB","NS","74",,"CHICAGO","Fullerton & Albany"
"POINT (-87.62437999899998 41.74717500000003)","2,282","STATE","81ST STREET","NB","NS","29",,"CHICAGO","State & 81st Street"
"POINT (-87.651593999 41.75954600099999)","10,917","74TH STREET","ABERDEEN","EB","NS","75",,"CHICAGO","74th Street & Aberdeen"
"POINT (-87.73571489900002 41.96078871100002)","11,329","MONTROSE","KILDARE","EB","NS","78",,"CHICAGO","Montrose & Kildare"
"POINT (-87.61251799899998 41.80207300000001)","1,632","51ST STREET","FORRESTVILLE","EB","MT","15",,"CHICAGO","51st Street & Forrestville"
"POINT (-87.80720000000002 41.948980000000006)","11,777","HARLEM","GRACE","SB","NS","90",,"CHICAGO","Harlem & Grace"
"POINT (-87.69069448900001 41.863288650000015)","6,650","OGDEN","ROCKWELL","SWB","NS","18,157",,"CHICAGO","Ogden & Rockwell"
"POINT (-87.643697073 41.838007618000006)","18,246","31ST STREET","UNION","EB","FS","31",,"CHICAGO","31st Street & Union"
"POINT (-87.63760399799997 41.838107088000015)","18,245","31ST STREET","CANAL","EB","FS","31",,"CHICAGO","31st Street & Canal"
"POINT (-87.70192248699999 41.727994024)","9,986","KEDZIE","91ST STREET","NB","NS","52A",,"EVERGREEN PARK","Kedzie & 91st Street"
"POINT (-87.74627723100002 41.917025083)","10,224","CICERO","ARMITAGE","SB","NS","54",,"CHICAGO","Cicero & Armitage"
"POINT (-87.70154008399999 41.708056973)","10,045","KEDZIE","102ND STREET (north leg)","SB","NS","52A",,"EVERGREEN PARK","Kedzie & 102nd Street"
"POINT (-87.698624752 42.05541532400002)","13,138","DODGE","SIMPSON","NB","NS","206",,"EVANSTON","Dodge & Simpson"
"POINT (-87.67819055799998 41.93248887599998)","8,839","DAMEN","CLYBOURN/DIVERSEY","SB","NS","50",,"CHICAGO","Damen & Clybourn/Diversey"
"POINT (-87.710733 41.86981300000002)","11,183","HOMAN","ARTHINGTON","SB","FS","82",,"CHICAGO","Homan & Arthington"
"POINT (-87.80149956700001 41.78659781800002)","7,696","HARLEM","58TH STREET","SB","NS","62H",,"SUMMIT","Harlem & 58th Street"
"POINT (-87.711999999 41.91924899999998)","11,151","KIMBALL","DICKENS","SB","NS","82",,"CHICAGO","Kimball & Dickens"
"POINT (-87.80692899899998 41.99533800099999)","9,854","PALATINE","HARLEM","EB","NS","88",,"CHICAGO","Palatine & Harlem"
"POINT (-87.726682794 41.92473366600001)","17,465","PULASKI","FULLERTON","NB","FS","53","N53","CHICAGO","Pulaski & Fullerton"
"POINT (-87.62408199999999 41.873395000000016)","1,584","MICHIGAN","BALBO","NB","FS","1,3,4","N4","CHICAGO","Michigan & Balbo"
"POINT (-87.70490499900001 41.84260599999999)","3,137","KEDZIE","27TH STREET","NB","NS","52",,"CHICAGO","Kedzie & 27th Street"
"POINT (-87.55114304599999 41.721009048999974)","7,081","COMMERCIAL","96TH STREET","SB","NS","71",,"CHICAGO","Commercial & 96th Street"
"POINT (-87.68766424 41.92174041200002)","8,210","WESTERN","PALMER (south leg)","SB","NS","49","N49","CHICAGO","Western & Palmer"
"POINT (-87.652022424 41.692279004)","2,922","111TH STREET","RACINE","WB","NS","111",,"CHICAGO","111th Street & Racine"
"POINT (-87.66500276699998 41.97630600999997)","14,440","FOSTER","GLENWOOD","WB","FS","92",,"CHICAGO","Foster & Glenwood"
"POINT (-87.57406572899998 41.71538112600001)","5,280","VAN VLISSINGEN","99TH STREET","NWB","FS","J14,15",,"CHICAGO","Van Vlissingen & 99th Street"
"POINT (-87.76698299999998 41.95492899999999)","11,621","CENTRAL","BELLE PLAINE","NB","NT","85",,"CHICAGO","Central & Belle Plaine"
"POINT (-87.669102963 41.786744939000016)","13,068","59TH STREET","WOOD","WB","NS","59",,"CHICAGO","59th Street & Wood"
"POINT (-87.561285898 41.75185245)","2,608","79TH STREET","COLFAX","WB","NS","79","N79","CHICAGO","79th Street & Colfax"
"POINT (-87.73692100099998 41.931595000000016)","10,994","DIVERSEY","KOSTNER","EB","NS","76",,"CHICAGO","Diversey & Kostner"
"POINT (-87.77478000100001 41.886979999999994)","9,629","AUSTIN","CORCORAN/SOUTH BLVD","NB","NS","91",,"CHICAGO","Austin & Corcoran/South Blvd (Green Line)"
"POINT (-87.72258799999997 41.87449600100001)","235","CONGRESS","SPRINGFIELD","WB","NS","7",,"CHICAGO","Congress & Springfield"
"POINT (-87.72708899999998 41.84415100000001)","6,307","26TH STREET","KARLOV (west leg)","EB","NS","60","N60","CHICAGO","26th Street & Karlov"
"POINT (-87.76775453300002 41.96784753100002)","18,112","LAWRENCE","CENTRAL","WB","FS","81W,91",,"CHICAGO","Lawrence & Central"
"POINT (-87.69513699999999 41.84457000100002)","4,184","CALIFORNIA","26TH STREET","NB","NS","94",,"CHICAGO","California & 26th Street"
